,id_,x,y,label,timestamp
65,66.0,16.695065667716012,-5.114333496800327,sitting interactive,2022-08-25 10:55:00
66,67.0,17.145754060154356,-5.133928644297646,sitting interactive,2022-08-25 10:55:00
67,68.0,17.655227895084657,-1.0777331123525595,sitting individual,2022-08-25 10:55:00
68,69.0,19.026888219897003,-1.116923407347198,sitting individual,2022-08-25 10:55:00
69,70.0,18.948507629907727,-2.155466224705119,standing interactive,2022-08-25 10:55:00
70,50.0,10.0719058136221,-1.1757088498391557,sitting individual,2022-08-25 11:35:00
71,53.0,15.538951965374174,-3.0176527145871663,sitting remote,2022-08-25 11:35:00
72,63.0,24.376363486665163,-2.6453449121381003,sitting individual,2022-08-25 11:35:00
73,64.0,19.34041057985411,-5.231904381784243,sitting remote,2022-08-25 11:35:00
74,65.0,20.810046642153058,-5.9177345441904174,sitting remote,2022-08-25 11:35:00
75,66.0,16.695065667716012,-5.114333496800327,sitting interactive,2022-08-25 11:35:00
76,68.0,17.655227895084657,-1.0777331123525595,sitting individual,2022-08-25 11:35:00
77,71.0,19.98705044726565,-8.210366801376772,sitting remote,2022-08-25 11:35:00
78,72.0,16.753851110207968,-9.444861093707884,sitting individual,2022-08-25 11:35:00
79,63.0,24.376363486665163,-2.6453449121381003,sitting individual,2022-08-25 11:50:00
80,64.0,19.34041057985411,-5.231904381784243,sitting remote,2022-08-25 11:50:00
81,65.0,20.810046642153058,-5.9177345441904174,sitting remote,2022-08-25 11:50:00
82,66.0,16.695065667716012,-5.114333496800327,sitting interactive,2022-08-25 11:50:00
83,71.0,19.98705044726565,-8.210366801376772,sitting remote,2022-08-25 11:50:00
84,72.0,16.753851110207968,-9.444861093707884,sitting individual,2022-08-25 11:50:00
85,73.0,16.303162717769627,-5.114333496800327,sitting interactive,2022-08-25 11:50:00
86,74.0,2.449393437164908,-0.6466398674115357,standing remote,2022-08-25 11:50:00
87,75.0,22.181706966965404,-8.857006668788307,standing remote,2022-08-25 12:10:00
88,76.0,24.278387749178567,-2.66494005963542,sitting individual,2022-08-25 12:10:00
89,77.0,15.499761670379536,-2.978462419592528,sitting remote,2022-08-25 14:30:00
90,79.0,15.40178593289294,-5.114333496800327,sitting individual,2022-08-25 14:30:00
91,80.0,24.20000715918929,-2.5865594696461427,sitting individual,2022-08-25 14:30:00
92,81.0,20.6532854621745,-5.9373296916877365,sitting individual,2022-08-25 14:30:00
93,82.0,19.066078514891643,-6.6819452965858686,sitting individual,2022-08-25 14:30:00
94,83.0,16.773446257705288,-9.523241683697162,sitting individual,2022-08-25 14:30:00
95,84.0,18.968102777405047,-5.9373296916877365,sitting remote,2022-08-25 14:30:00
96,86.0,16.342353012764264,-7.838058998927705,sitting individual,2022-08-25 14:30:00
97,87.0,10.032715518627462,-1.0973282598498786,sitting individual,2022-08-25 14:30:00
98,77.0,15.499761670379536,-2.978462419592528,sitting remote,2022-08-25 14:50:00
99,79.0,15.40178593289294,-5.114333496800327,sitting individual,2022-08-25 14:50:00
100,80.0,24.20000715918929,-2.5865594696461427,sitting individual,2022-08-25 14:50:00
101,81.0,20.6532854621745,-5.9373296916877365,sitting individual,2022-08-25 14:50:00
102,82.0,19.066078514891643,-6.6819452965858686,sitting individual,2022-08-25 14:50:00
103,83.0,16.773446257705288,-9.523241683697162,sitting individual,2022-08-25 14:50:00
104,84.0,18.968102777405047,-5.9373296916877365,sitting remote,2022-08-25 14:50:00
105,86.0,16.342353012764264,-7.838058998927705,sitting individual,2022-08-25 14:50:00
106,87.0,10.032715518627462,-1.0973282598498786,sitting individual,2022-08-25 14:50:00
107,88.0,20.2417873647308,-11.65911276090496,standing interactive,2022-08-25 14:50:00
108,89.0,19.67352808730854,-11.73749335089424,standing interactive,2022-08-25 14:50:00
109,90.0,20.18300192223884,-8.190771653879452,sitting individual,2022-08-25 14:50:00
110,91.0,19.007293072399683,-1.0973282598498786,sitting individual,2022-08-25 14:50:00
111,77.0,15.499761670379536,-2.978462419592528,sitting remote,2022-08-25 15:10:00
112,79.0,15.40178593289294,-5.114333496800327,sitting individual,2022-08-25 15:10:00
113,80.0,24.20000715918929,-2.5865594696461427,sitting individual,2022-08-25 15:10:00
114,81.0,20.6532854621745,-5.9373296916877365,sitting individual,2022-08-25 15:10:00
115,82.0,19.066078514891643,-6.6819452965858686,sitting individual,2022-08-25 15:10:00
116,83.0,16.773446257705288,-9.523241683697162,sitting individual,2022-08-25 15:10:00
117,86.0,16.342353012764264,-7.838058998927705,sitting individual,2022-08-25 15:10:00
118,87.0,10.032715518627462,-1.0973282598498786,sitting individual,2022-08-25 15:10:00
119,90.0,20.18300192223884,-8.190771653879452,sitting individual,2022-08-25 15:10:00
120,91.0,19.007293072399683,-1.0973282598498786,sitting individual,2022-08-25 15:10:00
121,92.0,18.243082320004238,-9.444861093707884,standing interactive,2022-08-25 15:10:00
122,77.0,15.499761670379536,-2.978462419592528,sitting remote,2022-08-25 15:30:00
123,79.0,15.40178593289294,-5.114333496800327,sitting individual,2022-08-25 15:30:00
124,80.0,24.20000715918929,-2.5865594696461427,sitting individual,2022-08-25 15:30:00
125,81.0,20.6532854621745,-5.9373296916877365,sitting individual,2022-08-25 15:30:00
126,83.0,16.773446257705288,-9.523241683697162,sitting individual,2022-08-25 15:30:00
127,87.0,10.032715518627462,-1.0973282598498786,sitting individual,2022-08-25 15:30:00
128,90.0,20.18300192223884,-8.190771653879452,sitting individual,2022-08-25 15:30:00
129,91.0,19.007293072399683,-1.0973282598498786,sitting individual,2022-08-25 15:30:00
130,93.0,19.24243484236752,-5.153523791794966,sitting remote,2022-08-25 15:30:00
131,94.0,16.420733602753543,-6.231256904147526,sitting individual,2022-08-25 15:30:00
132,77.0,15.499761670379536,-2.978462419592528,sitting remote,2022-08-25 16:00:00
133,80.0,24.20000715918929,-2.5865594696461427,sitting individual,2022-08-25 16:00:00
134,83.0,16.773446257705288,-9.523241683697162,sitting individual,2022-08-25 16:00:00
135,87.0,10.032715518627462,-1.0973282598498786,sitting individual,2022-08-25 16:00:00
136,90.0,20.18300192223884,-8.190771653879452,sitting individual,2022-08-25 16:00:00
137,91.0,19.007293072399683,-1.0973282598498786,sitting individual,2022-08-25 16:00:00
138,93.0,19.24243484236752,-5.153523791794966,sitting remote,2022-08-25 16:00:00
139,94.0,16.420733602753543,-6.231256904147526,sitting individual,2022-08-25 16:00:00
140,95.0,15.38219078539562,-6.290042346639483,sitting individual,2022-08-25 16:00:00
141,96.0,13.951745018091314,-5.858949101698459,standing individual,2022-08-25 16:00:00
